ID,Prediction
1,0.733539501589
2,0.364090429935
3,0.190028701401
4,0.0723730283606
5,0.597835627249
6,0.323320904087
7,0.837591055718
8,0.797285103779
9,0.549261968105
10,0.91062089824
11,0.00962023244521
12,0.111477939018
13,0.210294214761
14,0.355606624811
15,0.462530862961
16,0.425556115063
17,0.937174556637
18,0.393007007019
19,0.804192730484
20,0.267611433669
21,0.0526265225123
22,0.890284830891
23,0.731493654522
24,0.137724191217
25,0.562180227219
26,0.200547578754
27,0.770443800541
28,0.536959021243
29,0.532893539886
30,0.74137257565
31,0.98593113339
32,0.650372818021
33,0.195099293499
34,0.792356480091
35,0.337982015705
36,0.136147186701
37,0.623428415389
38,0.852558071188
39,0.411258923018
40,0.600037670822
41,0.844636777743
42,0.797860961188
43,0.046403401802
44,0.713673508587
45,0.980187085453
46,0.774815572445
47,0.392219830624
48,0.228691854469
49,0.570678825614
50,0.748888421532
51,0.200038756368
52,0.826300824495
53,0.605585766521
54,0.535122013797
55,0.648263187514
56,0.764631812926
57,0.835803240809
58,0.810627912526
59,0.925512430301
60,0.525277810081
61,0.712036420931
62,0.444316638679
63,0.131068996204
64,0.12644470873
65,0.566070154905
66,0.0561348214194
67,0.482107473731
68,0.803642586062
69,0.439848708709
70,0.719103989163
71,0.630046753195
72,0.282443459412
73,0.925011618471
74,0.223552324096
75,0.964713027754
76,0.394607462066
77,0.0427466213391
78,0.96970183789
79,0.0907912172889
80,0.97860205573
81,0.685810978102
82,0.160702096797
83,0.445721028946
84,0.852113911055
85,0.198382638162
86,0.718024615071
87,0.699203623979
88,0.379507323668
89,0.0746060185931
90,0.9190858912
91,0.263991529497
92,0.717354395759
93,0.809313181044
94,0.499300521372
95,0.206981940365
96,0.345167418594
97,0.591063827699
98,0.480548940582
99,0.235571366366
100,0.304730373481
101,0.554984902202
102,0.35136824103
103,0.818600451104
104,0.96748754477
105,0.304563082885
106,0.766915973962
107,0.132313711009
108,0.962882295591
109,0.744243453264
110,0.156041507438
111,0.535176253153
112,0.353859585242
113,0.498294908073
114,0.784427860217
115,0.89305325712
116,0.103605527671
117,0.370296973805
118,0.450558626301
119,0.598550158512
120,0.884168010912
121,0.260683732638
122,0.6863405798
123,0.536660461117
124,0.497978307817
125,0.382948816936
126,0.404283762653
127,0.155300813236
128,0.350114391242
129,0.735894611711
130,0.364858297201
131,0.590170787819
132,0.0363983773534
133,0.719309211933
134,0.424301781248
135,0.715571828334
136,0.462698451599
137,0.246053101484
138,0.691905604732
139,0.0589507762999
140,0.831867158289
141,0.865470194991
142,0.950459277928
143,0.250083905749
144,0.453931535009
145,0.11309423976
146,0.734911962036
147,0.988446225596
148,0.966554092436
149,0.991426258569
150,0.408537847441
151,0.0946107407281
152,0.135798394456
153,0.494648696692
154,0.49572378156
155,0.895519979947
156,0.285239153339
157,0.174058052619
158,0.48407026159
159,0.966308701173
160,0.748257031585
161,0.165537781842
162,0.969443532045
163,0.346816761704
164,0.127418247928
165,0.936303862626
166,0.792109283487
167,0.377354151662
168,0.428987079784
